"Date","symbol","buy_and_hold","sma20_50","rsi_mean_reversion"
"2023-02-17","BTCUSDT","57338.4160855803","86372.6880067102","16280.1897602741"
"2023-02-18","BTCUSDT","57483.0574925086","86590.5710241764","16280.1897602741"
"2023-02-19","BTCUSDT","56642.4897551501","85324.3676672681","16280.1897602741"
"2023-02-20","BTCUSDT","57973.7134429226","87329.6788722288","16280.1897602741"
"2023-02-21","BTCUSDT","57063.4853958383","85958.5415354662","16280.1897602741"
"2023-02-22","BTCUSDT","56433.5088259726","85009.5657277053","16280.1897602741"
"2023-02-23","BTCUSDT","55868.7352394818","84158.8095312384","16280.1897602741"
"2023-02-24","BTCUSDT","54107.0178386398","81505.0168769069","16280.1897602741"
"2023-02-25","BTCUSDT","54041.161425224","81405.8129602742","16280.1897602741"
"2023-02-26","BTCUSDT","54969.4521455839","82804.1593088985","16280.1897602741"
"2023-02-27","BTCUSDT","54822.9904692558","82583.5342979888","16280.1897602741"
"2023-02-28","BTCUSDT","54004.9894050983","81351.3246290265","16280.1897602741"
"2023-03-01","BTCUSDT","55142.424412146","83064.7189935484","16280.1897602741"
"2023-03-02","BTCUSDT","54760.5178899807","82489.4276768598","16280.1897602741"
"2023-03-03","BTCUSDT","52167.8475080976","78583.9150156032","16280.1897602741"
"2023-03-04","BTCUSDT","52149.7148244604","78556.6005424552","16280.1897602741"
"2023-03-05","BTCUSDT","52344.9737227773","78850.7320699061","16280.1897602741"
"2023-03-06","BTCUSDT","52297.7400655294","78779.5808554253","16280.1897602741"
"2023-03-07","BTCUSDT","51802.9068302106","78034.1804839579","16280.1897602741"
"2023-03-08","BTCUSDT","50653.5233881278","76302.7873932433","16280.1897602741"
"2023-03-09","BTCUSDT","47518.8794608266","71580.8637610869","16280.1897602741"
"2023-03-10","BTCUSDT","47025.2364016538","70837.2562314864","16102.9252506695"
"2023-03-11","BTCUSDT","47737.1017577265","70801.8376033707","16346.6904179399"
"2023-03-12","BTCUSDT","51334.1874597438","70801.8376033707","17578.4461008906"
"2023-03-13","BTCUSDT","56273.1150876993","70801.8376033707","19269.6908132433"
"2023-03-14","BTCUSDT","57572.8107759945","70801.8376033707","19260.0559678367"
"2023-03-15","BTCUSDT","56674.9278893273","70801.8376033707","19260.0559678367"
"2023-03-16","BTCUSDT","58339.1208565531","70801.8376033707","19260.0559678367"
"2023-03-17","BTCUSDT","63931.4318519137","70801.8376033707","19260.0559678367"
"2023-03-18","BTCUSDT","62793.4367619738","70801.8376033707","19260.0559678367"
"2023-03-19","BTCUSDT","65279.691394326","70801.8376033707","19260.0559678367"
"2023-03-20","BTCUSDT","64682.5963575939","70118.8321245364","19260.0559678367"
"2023-03-21","BTCUSDT","65589.1371923041","71101.5630008862","19260.0559678367"
"2023-03-22","BTCUSDT","63595.008727958","68939.8384118914","19260.0559678367"
"2023-03-23","BTCUSDT","66032.3961279599","71582.0755444014","19260.0559678367"
"2023-03-24","BTCUSDT","64069.912347027","69454.6552098557","19260.0559678367"
"2023-03-25","BTCUSDT","64089.7019425538","69476.1080179477","19260.0559678367"
"2023-03-26","BTCUSDT","65268.4430629063","70753.9161980546","19260.0559678367"
"2023-03-27","BTCUSDT","63300.8251887943","68620.9302765038","19260.0559678367"
"2023-03-28","BTCUSDT","63618.5788830077","68965.389515869","19260.0559678367"
"2023-03-29","BTCUSDT","66156.5244989588","71716.6362593091","19260.0559678367"
"2023-03-30","BTCUSDT","65409.5839517578","70906.9192444471","19260.0559678367"
"2023-03-31","BTCUSDT","66429.0048260472","72012.0171405391","19260.0559678367"
"2023-04-01","BTCUSDT","66399.5304638416","71980.0656115057","19260.0559678367"
"2023-04-02","BTCUSDT","65744.0934591649","71269.5425359468","19260.0559678367"
"2023-04-03","BTCUSDT","64876.2683543827","70328.7812452394","19260.0559678367"
"2023-04-04","BTCUSDT","65729.1579153711","71253.3517373868","19260.0559678367"
"2023-04-05","BTCUSDT","65739.7528167498","71264.8370851153","19260.0559678367"
"2023-04-06","BTCUSDT","65421.9291121749","70920.3019513819","19260.0559678367"
"2023-04-07","BTCUSDT","65124.4084124447","70597.776184441","19260.0559678367"
"2023-04-08","BTCUSDT","65199.2028153496","70678.8566678551","19260.0559678367"
"2023-04-09","BTCUSDT","66098.555919609","71653.7957223979","19260.0559678367"
"2023-04-10","BTCUSDT","69164.0296097152","74976.9065306037","19260.0559678367"
"2023-04-11","BTCUSDT","70478.0774221247","76401.3932264155","19260.0559678367"
"2023-04-12","BTCUSDT","69749.152874625","75611.2063623166","19260.0559678367"
"2023-04-13","BTCUSDT","70882.7839853628","76840.1132711475","19260.0559678367"
"2023-04-14","BTCUSDT","71100.0261372012","77075.6134958281","19260.0559678367"
"2023-04-15","BTCUSDT","70699.0067863373","76640.8905544906","19260.0559678367"
"2023-04-16","BTCUSDT","70721.3167548793","76665.0755598397","19260.0559678367"
"2023-04-17","BTCUSDT","68680.7947576237","74453.0583028176","19260.0559678367"
"2023-04-18","BTCUSDT","70897.1827830515","76855.7222128843","19260.0559678367"
"2023-04-19","BTCUSDT","67203.1794038847","72851.2570646504","19260.0559678367"
"2023-04-20","BTCUSDT","65911.6049175274","71451.1324610469","19260.0559678367"
"2023-04-21","BTCUSDT","63622.7094943381","68969.8672835957","19260.0559678367"
"2023-04-22","BTCUSDT","64915.5908407774","70371.4085820732","19260.0559678367"
"2023-04-23","BTCUSDT","64387.5960308788","69799.0385548525","19260.0559678367"
"2023-04-24","BTCUSDT","64201.671847433","69597.4884109026","19260.0559678367"
"2023-04-25","BTCUSDT","66044.9513194616","71595.6859344409","19260.0559678367"
"2023-04-26","BTCUSDT","66312.1575326478","71885.3494399294","19260.0559678367"
"2023-04-27","BTCUSDT","68779.9761031295","74560.5753245055","19260.0559678367"
"2023-04-28","BTCUSDT","68404.0904720561","74153.0984613699","19260.0559678367"
"2023-04-29","BTCUSDT","68214.4790762362","73947.5512140254","19260.0559678367"
"2023-04-30","BTCUSDT","68220.9200294973","73954.5334959044","19260.0559678367"
"2023-05-01","BTCUSDT","65502.3010072154","71007.4286861331","19260.0559678367"
"2023-05-02","BTCUSDT","66906.2421238339","72529.3637507783","19260.0559678367"
"2023-05-03","BTCUSDT","67737.7318509802","73430.7358643639","19260.0559678367"
"2023-05-04","BTCUSDT","67299.0002520369","72955.1311566623","19260.0559678367"
"2023-05-05","BTCUSDT","68856.6141122216","74643.6543596168","19260.0559678367"
"2023-05-06","BTCUSDT","67322.4303863635","72980.5304719034","19260.0559678367"
"2023-05-07","BTCUSDT","66346.7193144582","71922.8159597223","19260.0559678367"
"2023-05-08","BTCUSDT","64570.0663698224","69996.8445766355","19260.0559678367"
"2023-05-09","BTCUSDT","64475.5057081778","69961.8461543472","19260.0559678367"
"2023-05-10","BTCUSDT","64406.6155124288","69961.8461543472","19260.0559678367"
"2023-05-11","BTCUSDT","62936.0945419919","69961.8461543472","19260.0559678367"
"2023-05-12","BTCUSDT","62530.9445797975","69961.8461543472","19260.0559678367"
"2023-05-13","BTCUSDT","62484.9010986956","69961.8461543472","19260.0559678367"
"2023-05-14","BTCUSDT","62817.0769273849","69961.8461543472","19260.0559678367"
"2023-05-15","BTCUSDT","63387.7080474573","69961.8461543472","19260.0559678367"
"2023-05-16","BTCUSDT","63088.2970679657","69961.8461543472","19260.0559678367"
"2023-05-17","BTCUSDT","63955.8888048761","69961.8461543472","19260.0559678367"
"2023-05-18","BTCUSDT","62592.2503197136","69961.8461543472","19260.0559678367"
"2023-05-19","BTCUSDT","62729.8906904885","69961.8461543472","19260.0559678367"
"2023-05-20","BTCUSDT","63248.3640912185","69961.8461543472","19260.0559678367"
"2023-05-21","BTCUSDT","62420.7249339565","69961.8461543472","19260.0559678367"
"2023-05-22","BTCUSDT","62657.5699870244","69961.8461543472","19260.0559678367"
"2023-05-23","BTCUSDT","63521.8245633684","69961.8461543472","19260.0559678367"
"2023-05-24","BTCUSDT","61443.4502973103","69961.8461543472","19260.0559678367"
"2023-05-25","BTCUSDT","61781.320302071","69961.8461543472","19260.0559678367"
"2023-05-26","BTCUSDT","62323.0371428301","69961.8461543472","19260.0559678367"
"2023-05-27","BTCUSDT","62669.2383806133","69961.8461543472","19260.0559678367"
"2023-05-28","BTCUSDT","65494.6932145954","69961.8461543472","19260.0559678367"
"2023-05-29","BTCUSDT","64727.8463879317","69961.8461543472","19260.0559678367"
"2023-05-30","BTCUSDT","64629.8318817848","69961.8461543472","19260.0559678367"
"2023-05-31","BTCUSDT","63500.2146984417","69961.8461543472","19260.0559678367"
"2023-06-01","BTCUSDT","62584.4324960091","69961.8461543472","19260.0559678367"
"2023-06-02","BTCUSDT","63575.452500303","69961.8461543472","19260.0559678367"
"2023-06-03","BTCUSDT","63170.8626210009","69961.8461543472","19260.0559678367"
"2023-06-04","BTCUSDT","63278.1885052318","69961.8461543472","19260.0559678367"
"2023-06-05","BTCUSDT","60041.3527868788","69961.8461543472","19260.0559678367"
"2023-06-06","BTCUSDT","63546.2581795436","69961.8461543472","19260.0559678367"
"2023-06-07","BTCUSDT","61467.557198465","69961.8461543472","19260.0559678367"
"2023-06-08","BTCUSDT","61839.2422078464","69961.8461543472","19260.0559678367"
"2023-06-09","BTCUSDT","61790.7016905165","69961.8461543472","19260.0559678367"
"2023-06-10","BTCUSDT","60305.0818187755","69961.8461543472","19260.0559678367"
"2023-06-11","BTCUSDT","60501.9042818334","69961.8461543472","19260.0559678367"
"2023-06-12","BTCUSDT","60454.3905831393","69961.8461543472","19260.0559678367"
"2023-06-13","BTCUSDT","60522.2072866781","69961.8461543472","19260.0559678367"
"2023-06-14","BTCUSDT","58642.0790276958","69961.8461543472","19260.0559678367"
"2023-06-15","BTCUSDT","59738.6513203951","69961.8461543472","19260.0559678367"
"2023-06-16","BTCUSDT","61480.7658200077","69961.8461543472","19260.0559678367"
"2023-06-17","BTCUSDT","61882.1352226793","69961.8461543472","19260.0559678367"
"2023-06-18","BTCUSDT","61469.0274160573","69961.8461543472","19260.0559678367"
"2023-06-19","BTCUSDT","62646.0882877329","69961.8461543472","19260.0559678367"
"2023-06-20","BTCUSDT","66061.7538062296","69961.8461543472","19260.0559678367"
"2023-06-21","BTCUSDT","69996.1027565409","69961.8461543472","19260.0559678367"
"2023-06-22","BTCUSDT","69741.801786664","69961.8461543472","19260.0559678367"
"2023-06-23","BTCUSDT","71617.0993307006","69961.8461543472","19260.0559678367"
"2023-06-24","BTCUSDT","71241.2136996272","69961.8461543472","19260.0559678367"
"2023-06-25","BTCUSDT","71090.0613290763","69961.8461543472","19260.0559678367"
"2023-06-26","BTCUSDT","70635.7640930854","69479.7777940315","19260.0559678367"
"2023-06-27","BTCUSDT","71626.2940248486","70454.0972544475","19260.0559678367"
"2023-06-28","BTCUSDT","70191.0116030502","69042.3038801051","19260.0559678367"
"2023-06-29","BTCUSDT","71054.2393607584","69891.4045242513","19260.0559678367"
"2023-06-30","BTCUSDT","71111.8578883004","69948.0800984713","19260.0559678367"
"2023-07-01","BTCUSDT","71377.663894256","70209.5360686477","19260.0559678367"
"2023-07-02","BTCUSDT","71450.3113127406","70280.9945791973","19260.0559678367"
"2023-07-03","BTCUSDT","72708.5608670079","71518.652309136","19260.0559678367"
"2023-07-04","BTCUSDT","71799.1496074749","70624.1239771075","19260.0559678367"
"2023-07-05","BTCUSDT","71188.4258870309","70023.3950271938","19260.0559678367"
"2023-07-06","BTCUSDT","69766.328749988","68624.5711544448","19260.0559678367"
"2023-07-07","BTCUSDT","70814.7805875266","69655.8646023918","19260.0559678367"
"2023-07-08","BTCUSDT","70674.5965069493","69517.9746978396","19260.0559678367"
"2023-07-09","BTCUSDT","70385.4070402416","69233.517947846","19260.0559678367"
"2023-07-10","BTCUSDT","70970.8336833848","69809.3638185963","19260.0559678367"
"2023-07-11","BTCUSDT","71462.1430638397","70292.6326983263","19260.0559678367"
"2023-07-12","BTCUSDT","70897.1594462643","69736.8952937634","19260.0559678367"
"2023-07-13","BTCUSDT","73404.067135269","72202.7763020392","19260.0559678367"
"2023-07-14","BTCUSDT","70738.4926302422","69580.8251321102","19260.0559678367"
"2023-07-15","BTCUSDT","70686.0081958793","69529.1996293072","19260.0559678367"
"2023-07-16","BTCUSDT","70551.7516592452","69397.1402617545","19260.0559678367"
"2023-07-17","BTCUSDT","70332.4091965607","69181.3874379013","19260.0559678367"
"2023-07-18","BTCUSDT","69681.6162125324","68541.2449760655","19260.0559678367"
"2023-07-19","BTCUSDT","69798.486842719","68656.2029654108","19260.0559678367"
"2023-07-20","BTCUSDT","69543.6257899499","68405.5128293005","19260.0559678367"
"2023-07-21","BTCUSDT","69781.0075891228","68639.0097677232","19260.0559678367"
"2023-07-22","BTCUSDT","69529.6237176432","68391.7399072544","19260.0559678367"
"2023-07-23","BTCUSDT","70205.807126121","69056.8572677339","19260.0559678367"
"2023-07-24","BTCUSDT","68088.5771094118","66974.2766800029","19260.0559678367"
"2023-07-25","BTCUSDT","68210.8852110109","67094.5831540762","19260.0559678367"
"2023-07-26","BTCUSDT","68498.0443772341","67377.042830373","19260.0559678367"
"2023-07-27","BTCUSDT","68196.5797604708","67080.511818719","19260.0559678367"
"2023-07-28","BTCUSDT","68409.7846481275","67290.227511742","19260.0559678367"
"2023-07-29","BTCUSDT","68500.2380352288","67379.2005881603","19260.0559678367"
"2023-07-30","BTCUSDT","68332.6565665048","67214.3616661377","19260.0559678367"
"2023-07-31","BTCUSDT","68218.6796979282","67102.2500806819","19260.0559678367"
"2023-08-01","BTCUSDT","69324.236653691","68189.7140957072","19260.0559678367"
"2023-08-02","BTCUSDT","68110.7703940179","66996.1067614461","19260.0559678367"
"2023-08-03","BTCUSDT","68128.5763626346","67013.6213273148","19260.0559678367"
"2023-08-04","BTCUSDT","67942.6988527632","66980.1145166511","19260.0559678367"
"2023-08-05","BTCUSDT","67845.0110616367","66980.1145166511","19260.0559678367"
"2023-08-06","BTCUSDT","67883.0266879494","66980.1145166511","19260.0559678367"
"2023-08-07","BTCUSDT","68169.2290458984","66980.1145166511","19260.0559678367"
"2023-08-08","BTCUSDT","69474.5955734778","66980.1145166511","19260.0559678367"
"2023-08-09","BTCUSDT","69034.8604926859","66980.1145166511","19260.0559678367"
"2023-08-10","BTCUSDT","68740.2568913529","66980.1145166511","19260.0559678367"
"2023-08-11","BTCUSDT","68670.8999598603","66980.1145166511","19260.0559678367"
"2023-08-12","BTCUSDT","68680.561389752","66980.1145166511","19260.0559678367"
"2023-08-13","BTCUSDT","68385.7477573344","66980.1145166511","19260.0559678367"
"2023-08-14","BTCUSDT","68682.3349855775","66980.1145166511","19260.0559678367"
"2023-08-15","BTCUSDT","68143.4185592797","66980.1145166511","19260.0559678367"
"2023-08-16","BTCUSDT","67047.7797380675","66980.1145166511","19260.0559678367"
"2023-08-17","BTCUSDT","62130.4853118258","66980.1145166511","19260.0559678367"
"2023-08-18","BTCUSDT","60801.6653131327","66980.1145166511","18838.5001772008"
"2023-08-19","BTCUSDT","60909.0378709379","66980.1145166511","18871.7679822654"
"2023-08-20","BTCUSDT","61119.0222819641","66980.1145166511","18936.8285582209"
"2023-08-21","BTCUSDT","60971.8371652335","66980.1145166511","18891.2254183508"
"2023-08-22","BTCUSDT","60806.3326705682","66980.1145166511","18839.9462891358"
"2023-08-23","BTCUSDT","61685.4761171317","66980.1145166511","19112.3359332118"
"2023-08-24","BTCUSDT","61095.8255155093","66980.1145166511","18929.641381904"
"2023-08-25","BTCUSDT","60815.6907222266","66980.1145166511","18842.8457435655"
"2023-08-26","BTCUSDT","60716.1826617003","66980.1145166511","18812.0146371114"
"2023-08-27","BTCUSDT","60913.1451454812","66980.1145166511","18873.0405607682"
"2023-08-28","BTCUSDT","60955.6881085064","66980.1145166511","18886.2218710557"
"2023-08-29","BTCUSDT","64681.032792853","66980.1145166511","20040.465034212"
"2023-08-30","BTCUSDT","63709.4056587038","66980.1145166511","19739.4206821441"
"2023-08-31","BTCUSDT","60537.4462087052","66980.1145166511","18756.6357805607"
"2023-09-01","BTCUSDT","60220.6959963405","66980.1145166511","18658.4953940921"
"2023-09-02","BTCUSDT","60371.1249264888","66980.1145166511","18705.1035817571"
"2023-09-03","BTCUSDT","60608.4600520874","66980.1145166511","18778.6383736517"
"2023-09-04","BTCUSDT","60269.6332390524","66980.1145166511","18673.6578777306"
"2023-09-05","BTCUSDT","60190.4748569452","66980.1145166511","18649.131819313"
"2023-09-06","BTCUSDT","60115.4470861684","66980.1145166511","18625.885569958"
"2023-09-07","BTCUSDT","61270.7347354072","66980.1145166511","18983.834426668"
"2023-09-08","BTCUSDT","60466.7824171307","66980.1145166511","18734.7416458648"
"2023-09-09","BTCUSDT","60446.0360133296","66980.1145166511","18728.3136783138"
"2023-09-10","BTCUSDT","60306.0152902626","66980.1145166511","18684.9303202639"
"2023-09-11","BTCUSDT","58721.237409803","66980.1145166511","18193.9102432954"
"2023-09-12","BTCUSDT","60302.4914353988","66980.1145166511","18683.8385057529"
"2023-09-13","BTCUSDT","61193.7233377203","66980.1145166511","18959.9735797405"
"2023-09-14","BTCUSDT","61895.5305385193","66980.1145166511","19177.4182008463"
"2023-09-15","BTCUSDT","62075.8538930425","66980.1145166511","19233.2887354549"
"2023-09-16","BTCUSDT","61981.7366303543","66980.1145166511","19204.1278882857"
"2023-09-17","BTCUSDT","61906.6855227903","66980.1145166511","19180.874408371"
"2023-09-18","BTCUSDT","62455.1000214695","66980.1145166511","19350.7925607331"
"2023-09-19","BTCUSDT","63500.0046673571","66980.1145166511","19674.5408701804"
"2023-09-20","BTCUSDT","63301.0352198788","66980.1145166511","19664.7035997453"
"2023-09-21","BTCUSDT","62001.3628683708","66980.1145166511","19664.7035997453"
"2023-09-22","BTCUSDT","62029.5070337073","66980.1145166511","19664.7035997453"
"2023-09-23","BTCUSDT","62019.752256667","66980.1145166511","19664.7035997453"
"2023-09-24","BTCUSDT","61255.2857822954","66980.1145166511","19664.7035997453"
"2023-09-25","BTCUSDT","61386.97527234","66980.1145166511","19664.7035997453"
"2023-09-26","BTCUSDT","61192.9532237434","66980.1145166511","19664.7035997453"
"2023-09-27","BTCUSDT","61546.0854873184","66980.1145166511","19664.7035997453"
"2023-09-28","BTCUSDT","63059.2427679293","66980.1145166511","19664.7035997453"
"2023-09-29","BTCUSDT","62792.1999122533","66980.1145166511","19664.7035997453"
"2023-09-30","BTCUSDT","62921.9524489621","66980.1145166511","19664.7035997453"
"2023-10-01","BTCUSDT","65325.6648650663","66980.1145166511","19664.7035997453"
"2023-10-02","BTCUSDT","64163.352842887","65754.8755118627","19664.7035997453"
"2023-10-03","BTCUSDT","64004.5460061419","65592.1295935473","19664.7035997453"
"2023-10-04","BTCUSDT","64826.2576194606","66434.223132093","19664.7035997453"
"2023-10-05","BTCUSDT","63967.0437891471","65553.6971628738","19664.7035997453"
"2023-10-06","BTCUSDT","65182.190297497","66798.9844467362","19664.7035997453"
"2023-10-07","BTCUSDT","65241.8857990979","66860.1606493888","19664.7035997453"
"2023-10-08","BTCUSDT","65149.4254482993","66765.4068906282","19664.7035997453"
"2023-10-09","BTCUSDT","64386.4758650943","65983.5329292049","19664.7035997453"
"2023-10-10","BTCUSDT","63919.7401215376","65505.2201641339","19664.7035997453"
"2023-10-11","BTCUSDT","62718.8290533662","64274.5214196062","19664.7035997453"
"2023-10-12","BTCUSDT","62448.3790267623","63997.3630878858","19664.7035997453"
"2023-10-13","BTCUSDT","62687.2777171018","64242.1874766874","19664.7035997453"
"2023-10-14","BTCUSDT","62665.0610957085","64219.41978907","19664.7035997453"
"2023-10-15","BTCUSDT","63369.0619545022","64940.8828482648","19664.7035997453"
"2023-10-16","BTCUSDT","66511.6637262311","68161.4344424027","19664.7035997453"
"2023-10-17","BTCUSDT","66266.9308390971","67910.6311440377","19664.7035997453"
"2023-10-18","BTCUSDT","66089.7812876302","67729.087534055","19664.7035997453"
"2023-10-19","BTCUSDT","67008.5739356087","68670.6701277356","19664.7035997453"
"2023-10-20","BTCUSDT","69238.0072250689","70955.402797012","19664.7035997453"
"2023-10-21","BTCUSDT","69799.8637131625","71531.1957036045","19664.7035997453"
"2023-10-22","BTCUSDT","69992.7655959745","71728.8823694083","19664.7035997453"
"2023-10-23","BTCUSDT","77174.7318603149","79088.9917888533","19664.7035997453"
"2023-10-24","BTCUSDT","79164.7530501176","81128.3739252865","19664.7035997453"
"2023-10-25","BTCUSDT","80502.6977325973","82499.5052976391","19664.7035997453"
"2023-10-26","BTCUSDT","79699.0021189798","81675.8746318251","19664.7035997453"
"2023-10-27","BTCUSDT","79093.0857766945","81054.9290002099","19664.7035997453"
"2023-10-28","BTCUSDT","79534.1043807812","81506.8867319255","19664.7035997453"
"2023-10-29","BTCUSDT","80572.334705536","82570.8695621877","19664.7035997453"
"2023-10-30","BTCUSDT","80452.9437023342","82448.5171568825","19664.7035997453"
"2023-10-31","BTCUSDT","80838.0940379172","82843.2208506191","19664.7035997453"
"2023-11-01","BTCUSDT","82662.2373444598","84712.6106303462","19664.7035997453"
"2023-11-02","BTCUSDT","81542.4449485186","83565.0426443878","19664.7035997453"
"2023-11-03","BTCUSDT","81017.8106359737","83027.3951808097","19664.7035997453"
"2023-11-04","BTCUSDT","81823.6065604372","83853.1782540666","19664.7035997453"
"2023-11-05","BTCUSDT","81706.4792255916","83733.145665672","19664.7035997453"
"2023-11-06","BTCUSDT","81786.314374527","83814.9610641374","19664.7035997453"
"2023-11-07","BTCUSDT","82610.1729722661","84659.2548414025","19664.7035997453"
"2023-11-08","BTCUSDT","83136.6508909981","85198.7916404026","19664.7035997453"
"2023-11-09","BTCUSDT","85648.5526524587","87772.9991951","19664.7035997453"
"2023-11-10","BTCUSDT","87050.0200696365","89209.2289347787","19664.7035997453"
"2023-11-11","BTCUSDT","86649.4907913033","88798.764835433","19664.7035997453"
"2023-11-12","BTCUSDT","86495.7713741629","88641.2325262569","19664.7035997453"
"2023-11-13","BTCUSDT","85092.7637290314","87203.4243544534","19664.7035997453"
"2023-11-14","BTCUSDT","82965.0554948794","85022.9399523242","19664.7035997453"
"2023-11-15","BTCUSDT","88348.8756335933","90540.3016130566","19664.7035997453"
"2023-11-16","BTCUSDT","84394.0136473527","86487.3423138656","19664.7035997453"
"2023-11-17","BTCUSDT","85445.1258786296","87564.5265764438","19664.7035997453"
"2023-11-18","BTCUSDT","85338.1967197807","87454.945121966","19664.7035997453"
"2023-11-19","BTCUSDT","87185.910181373","89348.4896963291","19664.7035997453"
"2023-11-20","BTCUSDT","87393.4208929583","89561.1475516797","19664.7035997453"
"2023-11-21","BTCUSDT","83409.5279434685","85478.4371985013","19664.7035997453"
"2023-11-22","BTCUSDT","87299.0469256112","89464.4327105823","19664.7035997453"
"2023-11-23","BTCUSDT","87032.8675310608","89191.6509406623","19664.7035997453"
"2023-11-24","BTCUSDT","88011.3556806402","90194.4097369955","19664.7035997453"
"2023-11-25","BTCUSDT","88167.9455226035","90354.8836696768","19664.7035997453"
"2023-11-26","BTCUSDT","87390.2704266893","89557.9189405154","19664.7035997453"
"2023-11-27","BTCUSDT","86912.4963827975","89068.2940785505","19664.7035997453"
"2023-11-28","BTCUSDT","88257.0920496229","90446.2414078053","19664.7035997453"
"2023-11-29","BTCUSDT","88340.567737358","90531.7876458383","19664.7035997453"
"2023-11-30","BTCUSDT","88035.602602518","90219.2580851409","19664.7035997453"
"2023-12-01","BTCUSDT","90272.5736742366","92511.7155055732","19664.7035997453"
"2023-12-02","BTCUSDT","92064.4422041123","94348.0299575956","19664.7035997453"
"2023-12-03","BTCUSDT","93282.4124637108","95596.2110336866","19664.7035997453"
"2023-12-04","BTCUSDT","97993.7364063209","100424.395746866","19664.7035997453"
"2023-12-05","BTCUSDT","102852.968906064","105404.157775297","19664.7035997453"
"2023-12-06","BTCUSDT","102128.058285959","104661.266304227","19664.7035997453"
"2023-12-07","BTCUSDT","100985.605869668","103490.476233525","19664.7035997453"
"2023-12-08","BTCUSDT","103080.89930643","105637.74181412","19664.7035997453"
"2023-12-09","BTCUSDT","102013.497997703","104543.86443604","19664.7035997453"
"2023-12-10","BTCUSDT","102190.64754917","104725.408046023","19664.7035997453"
"2023-12-11","BTCUSDT","96272.181616212","98660.139112902","19664.7035997453"
"2023-12-12","BTCUSDT","96829.907492975","99231.6989515236","19664.7035997453"
"2023-12-13","BTCUSDT","100042.542963025","102524.02137606","19664.7035997453"
"2023-12-14","BTCUSDT","100400.132552951","102890.48070102","19664.7035997453"
"2023-12-15","BTCUSDT","97875.1855274575","100302.904304538","19664.7035997453"
"2023-12-16","BTCUSDT","98663.3388408145","101110.607155276","19664.7035997453"
"2023-12-17","BTCUSDT","96555.1401607432","98950.1162267263","19664.7035997453"
"2023-12-18","BTCUSDT","99549.6000074672","102018.851349231","19664.7035997453"
"2023-12-19","BTCUSDT","98658.5781362302","101105.728365072","19664.7035997453"
"2023-12-20","BTCUSDT","101909.25256938","104437.033279962","19664.7035997453"
"2023-12-21","BTCUSDT","102359.349183679","104898.294194958","19664.7035997453"
"2023-12-22","BTCUSDT","102609.612889374","105154.765499589","19664.7035997453"
"2023-12-23","BTCUSDT","101986.800713172","104516.504945878","19664.7035997453"
"2023-12-24","BTCUSDT","100328.348595592","102816.916197752","19664.7035997453"
"2023-12-25","BTCUSDT","101692.687184369","104215.096156969","19664.7035997453"
"2023-12-26","BTCUSDT","99202.1852567508","101662.81924255","19664.7035997453"
"2023-12-27","BTCUSDT","101348.982982814","103862.866636771","19664.7035997453"
"2023-12-28","BTCUSDT","99330.1408608468","101793.948687094","19664.7035997453"
"2023-12-29","BTCUSDT","98170.7459370648","100605.79586302","19664.7035997453"
"2023-12-30","BTCUSDT","98341.8745974398","100781.169238333","19664.7035997453"
"2023-12-31","BTCUSDT","98676.2907576982","101123.880334506","19664.7035997453"
"2024-01-01","BTCUSDT","103100.875596254","105658.213600465","19664.7035997453"
"2024-01-02","BTCUSDT","104891.647297133","107493.404017489","19664.7035997453"
"2024-01-03","BTCUSDT","99987.0014095414","102467.102157017","19664.7035997453"
"2024-01-04","BTCUSDT","103034.482436733","105590.173609633","19664.7035997453"
"2024-01-05","BTCUSDT","103020.503701214","105575.848142319","19664.7035997453"
"2024-01-06","BTCUSDT","102607.932640697","105153.043573635","19664.7035997453"
"2024-01-07","BTCUSDT","102516.219067088","105059.055115298","19664.7035997453"
"2024-01-08","BTCUSDT","109568.642825804","112286.408826798","19664.7035997453"
"2024-01-09","BTCUSDT","107605.925677","110275.007987121","19664.7035997453"
"2024-01-10","BTCUSDT","108875.423562687","111575.994792476","19664.7035997453"
"2024-01-11","BTCUSDT","108140.711491967","110823.05875334","19664.7035997453"
"2024-01-12","BTCUSDT","99841.1464896799","102317.629417932","19664.7035997453"
"2024-01-13","BTCUSDT","99993.4423628024","102473.702873175","19664.7035997453"
"2024-01-14","BTCUSDT","97389.8970380944","99805.5786070558","19664.7035997453"
"2024-01-15","BTCUSDT","99207.2493395683","101668.008936051","19664.7035997453"
"2024-01-16","BTCUSDT","100670.115843811","103167.160719975","19664.7035997453"
"2024-01-17","BTCUSDT","99825.674199781","102301.77334977","19664.7035997453"
"2024-01-18","BTCUSDT","96445.1072091997","98837.3539923608","19664.7035997453"
"2024-01-19","BTCUSDT","97218.7917145065","99630.2291473808","19664.7035997453"
"2024-01-20","BTCUSDT","97305.1611638517","99718.7409245572","19664.7035997453"
"2024-01-21","BTCUSDT","97035.131199417","99442.0130743253","19664.7035997453"
"2024-01-22","BTCUSDT","92339.0461788339","94629.4452729251","19664.7035997453"
"2024-01-23","BTCUSDT","93108.1800106411","95417.6568784856","19664.7035997453"
"2024-01-24","BTCUSDT","93545.2313609075","95865.5489516981","19664.7035997453"
"2024-01-25","BTCUSDT","93256.3452724331","95817.6161772223","19664.7035997453"
