"strategy","symbols","avg_total_return","avg_cagr","avg_sharpe","avg_max_drawdown"
"sma20_50","3","22.9517939029557","0.544645321952587","0.830904767294317","-0.724682963145095"
"buy_and_hold","3","16.287965154254","0.478767613458469","0.51457688864444","-0.911408285354743"
"rsi_mean_reversion","3","0.124920314527592","-0.020468233409121","-0.0293341311077944","-0.662852523486883"
